x1,x2,y
1984,9660,11644
3467,1531,4998
9028,1561,10589
1089,6735,7824
4145,2292,6437
5110,8496,13606
8559,4781,13340
5067,4505,9572
3391,2218,5609
6155,3252,9407
4891,1775,6666
6229,9416,15645
8553,1063,9616
2787,8091,10878
6056,9069,15125
4915,1092,6007
2677,6508,9185
6730,4864,11594
5936,2401,8337
2606,1897,4503
5587,4713,10300
4131,2532,6663
7535,8286,15821
2798,9162,11960
2351,8051,10402
7858,1598,9456
3044,1258,4302
5571,9003,14574
7968,7176,15144
8042,9579,17621
1797,6713,8510
8311,5020,13331
6911,4954,11865
5312,9980,15292
6639,7179,13818
7779,3056,10835
8102,7644,15746
6785,2447,9232
1514,2913,4427
2951,6570,9521
9965,1328,11293
9985,7513,17498
6973,2410,9383
8714,2137,10851
5666,6157,11823
2568,5472,8040
8566,4274,12840
4273,7243,11516
4469,6932,11401
7564,6362,13926
5636,6346,11982
2236,5208,7444
5468,3346,8814
2042,5766,7808
5106,9199,14305
8320,4731,13051
8302,6492,14794
1460,3302,4762
3633,1361,4994
6493,8146,14639
1787,1208,2995
9458,6092,15550
1553,9025,10578
5516,7451,12967
2513,8425,10938
6351,7749,14100
8005,9412,17417
3344,8154,11498
2971,5438,8409
6324,6669,12993
6161,2205,8366
2855,2999,5854
3435,7780,11215
4098,4386,8484
6440,7436,13876
2777,8403,11180
7858,3939,11797
1838,6725,8563
5759,5860,11619
4138,1175,5313
5605,4162,9767
3752,1837,5589
8845,3733,12578
8688,6206,14894
3653,7140,10793
8219,4349,12568
4310,5680,9990
3386,6191,9577
1373,5675,7048
2261,8633,10894
9312,6532,15844
6842,4845,11687
3884,5138,9022
6623,3119,9742
8716,1490,10206
4045,1382,5427
1804,6585,8389
3217,8277,11494
7594,7786,15380
7166,3414,10580
1650,9169,10819
5915,4198,10113
1941,9732,11673
6805,4727,11532
3529,2202,5731
5964,1650,7614
4006,3904,7910
9505,5114,14619
1121,7603,8724
9360,4682,14042
5724,5121,10845
7864,8394,16258
2729,6952,9681
6129,2118,8247
3168,8668,11836
2050,9896,11946
7640,3899,11539
4207,9898,14105
8674,4832,13506
3008,5721,8729
2066,9287,11353
2918,9431,12349
2327,7210,9537
8448,8359,16807
2142,4223,6365
4848,2415,7263
7374,1760,9134
4642,2552,7194
1862,9548,11410
8209,2328,10537
2029,3376,5405
4241,4140,8381
1881,9730,11611
4557,8063,12620
3196,2950,6146
6937,4163,11100
5463,5007,10470
5675,5751,11426
7219,9418,16637
8530,8735,17265
9783,3075,12858
8772,3022,11794
3078,8394,11472
8013,4321,12334
7011,3436,10447
8087,4359,12446
2730,4662,7392
6110,7618,13728
7899,2029,9928
1411,2981,4392
9853,4470,14323
2305,5680,7985
5595,1815,7410
6612,3037,9649
5875,8086,13961
2149,7408,9557
1006,2436,3442
4250,8663,12913
1694,6087,7781
4299,5843,10142
8737,5952,14689
6047,8842,14889
1025,5547,6572
3153,9019,12172
4489,9523,14012
6161,1644,7805
2852,8723,11575
5130,4584,9714
4809,2311,7120
2894,7238,10132
5300,8788,14088
7977,7173,15150
7409,3070,10479
3656,5134,8790
5268,7010,12278
4484,1413,5897
8841,9883,18724
7148,5309,12457
6791,1919,8710
1906,4210,6116
3719,5895,9614
1792,9767,11559
6543,4725,11268
9191,6161,15352
2360,3048,5408
7252,7098,14350
4196,1205,5401
4315,7733,12048
9814,2677,12491
4012,8547,12559
2871,9270,12141
7558,5734,13292
6789,7934,14723
4228,3335,7563
2725,6737,9462
6985,8216,15201
1160,2425,3585
2733,3522,6255
8166,1601,9767
5684,2520,8204
3390,2117,5507
8300,5721,14021
7141,4080,11221
8939,5777,14716
8265,4801,13066
8057,8510,16567
9099,7081,16180
4627,5380,10007
6379,3542,9921
5450,7960,13410
1199,7996,9195
3183,6043,9226
5036,6012,11048
8834,4493,13327
4972,2852,7824
9579,2662,12241
8589,1212,9801
5655,9749,15404
4119,7645,11764
3691,2994,6685
6048,1474,7522
9233,4992,14225
5823,4517,10340
3268,1939,5207
5438,7298,12736
3985,5989,9974
7028,9422,16450
3499,8620,12119
5304,3903,9207
8763,8964,17727
3074,8825,11899
3065,9821,12886
4208,5674,9882
1122,1956,3078
6096,1986,8082
5433,1990,7423
8925,6556,15481
7825,5709,13534
8973,4580,13553
3802,3204,7006
1871,3824,5695
7095,4403,11498
7153,6550,13703
4882,4207,9089
4097,4078,8175
3638,6551,10189
3946,4471,8417
5302,2624,7926
2482,1258,3740
1453,9990,11443
5470,3511,8981
5170,9433,14603
6136,2712,8848
8426,3002,11428
9151,7254,16405
4327,9688,14015
9035,4111,13146
6241,9918,16159
2831,2821,5652
2816,1091,3907
4432,2969,7401
3384,4679,8063
1602,1427,3029
9198,7263,16461
3434,2373,5807
9832,6162,15994
7840,4811,12651
4306,9637,13943
9704,7356,17060
2401,1545,3946
3533,3009,6542
6901,5085,11986
3215,5985,9200
3184,2275,5459
6168,4523,10691
9707,5783,15490
2019,8598,10617
2049,3340,5389
8573,3278,11851
3985,6705,10690
2144,8630,10774
1705,3424,5129
2934,3484,6418
7996,2745,10741
6764,3546,10310
6628,1777,8405
4114,3936,8050
5110,2345,7455
3041,3674,6715
8504,1689,10193
8056,1119,9175
7169,6832,14001
2613,8623,11236
4033,3936,7969
6659,6067,12726
5802,4158,9960
5490,1455,6945
8643,5620,14263
9867,6099,15966
1059,7199,8258
7311,6531,13842
3764,8008,11772
2794,6686,9480
4487,5987,10474
4421,7580,12001
6532,2373,8905
4553,4672,9225
9144,6437,15581
9163,8446,17609
9749,6965,16714
6915,7115,14030
6094,3382,9476
5098,5358,10456
9312,1139,10451
8644,2815,11459
6408,5301,11709
8285,7778,16063
9536,3419,12955
4235,3594,7829
2387,1983,4370
3122,6419,9541
3994,8056,12050
8548,7853,16401
3900,1775,5675
5981,1735,7716
7777,8753,16530
6147,2486,8633
1395,3001,4396
9555,9062,18617
8268,6877,15145
5188,5361,10549
7349,7180,14529
8794,1743,10537
7162,1373,8535
6905,5127,12032
9331,6689,16020
4020,4292,8312
7876,7897,15773
6338,2564,8902
1057,4496,5553
6394,6142,12536
3948,5473,9421
9564,4134,13698
2587,9969,12556
5262,7666,12928
4678,1998,6676
9751,4343,14094
4501,5014,9515
6107,5328,11435
5655,6327,11982
8620,6858,15478
6620,8004,14624
2242,8015,10257
1080,3661,4741
5798,1540,7338
6945,7908,14853
3785,4486,8271
4157,5717,9874
6336,8165,14501
3243,3993,7236
3091,6209,9300
8645,6740,15385
5154,9670,14824
3665,7018,10683
2756,6713,9469
4120,6151,10271
6605,3578,10183
2026,5473,7499
5667,2954,8621
1586,1684,3270
7042,4268,11310
1658,2296,3954
2525,8150,10675
8792,7604,16396
6789,8420,15209
6753,7634,14387
6108,6247,12355
9401,1623,11024
6261,5268,11529
6984,4749,11733
5542,1010,6552
1760,2177,3937
3492,3389,6881
7364,3552,10916
2482,3310,5792
4741,8285,13026
8617,4839,13456
8581,3755,12336
4597,9652,14249
6237,2740,8977
3124,6291,9415
4097,6247,10344
5469,9845,15314
5999,9935,15934
7566,8344,15910
1852,5926,7778
6068,6389,12457
2318,1121,3439
5254,9498,14752
2896,6976,9872
9006,9537,18543
4911,9340,14251
2039,4904,6943
5876,9309,15185
1703,3955,5658
6470,7440,13910
3024,5996,9020
7569,5345,12914
6862,6634,13496
1997,1405,3402
1243,8967,10210
3414,4856,8270
7263,8938,16201
9624,2141,11765
5126,4024,9150
8007,4456,12463
6999,5197,12196
6824,7766,14590
3852,3455,7307
8514,2390,10904
5925,3836,9761
1617,3469,5086
3702,7257,10959
9105,4165,13270
9451,5430,14881
6992,7597,14589
2407,6557,8964
7999,8589,16588
4406,6700,11106
9127,5227,14354
2545,8307,10852
9132,1134,10266
3859,7003,10862
2264,2772,5036
1164,9811,10975
9422,7725,17147
3780,8753,12533
6298,7814,14112
4752,4972,9724
4232,8594,12826
1402,8199,9601
7264,5480,12744
7619,3607,11226
9580,4404,13984
6642,1789,8431
7896,2494,10390
3751,7710,11461
1820,6140,7960
6138,3369,9507
5065,2463,7528
2907,7201,10108
8895,8825,17720
4965,1181,6146
7000,8245,15245
1989,7272,9261
1706,7652,9358
5847,5330,11177
2620,5649,8269
7596,5681,13277
9044,4580,13624
9614,5015,14629
4196,7149,11345
5553,5010,10563
7665,5646,13311
7090,4750,11840
3536,4259,7795
7879,8438,16317
3511,3090,6601
5634,1567,7201
1120,7768,8888
9507,1620,11127
5063,1453,6516
3734,1958,5692
1762,5335,7097
7520,3051,10571
7989,9388,17377
8807,1260,10067
7746,6890,14636
7053,2280,9333
1135,7099,8234
8877,3545,12422
9560,4662,14222
7729,4454,12183
5808,9048,14856
7520,1544,9064
7216,8117,15333
5599,4423,10022
5805,5483,11288
7971,8119,16090
2097,7860,9957
6435,2943,9378
2719,6768,9487
9482,1414,10896
8105,3728,11833
8203,5641,13844
1741,1591,3332
1749,3219,4968
9725,5460,15185
8511,8508,17019
3653,3570,7223
6748,1264,8012
4595,3034,7629
4202,9573,13775
1388,7197,8585
3071,9586,12657
8840,4256,13096
5019,7058,12077
7630,3859,11489
3393,7819,11212
7071,3050,10121
4121,5971,10092
8695,4354,13049
5474,4397,9871
6417,4768,11185
7281,3981,11262
6521,4472,10993
3617,6481,10098
7209,4499,11708
7995,8881,16876
4592,9623,14215
7054,8272,15326
5696,8546,14242
7473,6222,13695
3449,6802,10251
1544,7652,9196
7327,8058,15385
3628,4451,8079
9729,2436,12165
9087,7661,16748
4062,1259,5321
8551,5411,13962
5841,8961,14802
1718,6196,7914
3727,8546,12273
9652,3854,13506
6200,5067,11267
3977,4480,8457
9221,4493,13714
1230,8526,9756
6281,2251,8532
6340,7889,14229
2963,4166,7129
2778,9052,11830
5870,2147,8017
3847,4850,8697
4070,1620,5690
1963,8215,10178
3142,8418,11560
2326,1121,3447
5313,2076,7389
2182,1794,3976
5271,9483,14754
8326,9682,18008
3808,4428,8236
9825,4499,14324
3172,6986,10158
4907,5699,10606
8081,6224,14305
4468,6760,11228
1490,5263,6753
8769,9950,18719
2197,2904,5101
6269,2650,8919
4191,1027,5218
7260,3750,11010
3879,5357,9236
3832,4109,7941
6758,3921,10679
2433,5428,7861
8698,9111,17809
4536,7863,12399
2181,4405,6586
4914,4722,9636
3642,8577,12219
4711,3960,8671
5830,6458,12288
2619,7138,9757
7680,3340,11020
2728,4585,7313
1201,6985,8186
7175,4160,11335
2713,8872,11585
8839,7859,16698
1752,1114,2866
6341,4980,11321
7325,3818,11143
1468,1425,2893
9141,2575,11716
1833,5106,6939
4703,2408,7111
4481,7185,11666
6821,7844,14665
7395,9795,17190
1212,7411,8623
5801,2758,8559
6780,9973,16753
2526,1840,4366
2341,2500,4841
9121,6559,15680
6926,9707,16633
8675,7457,16132
4256,3594,7850
4656,3086,7742
4155,8188,12343
7396,1978,9374
4047,3589,7636
3006,7783,10789
6942,3599,10541
3508,9471,12979
2193,6915,9108
3045,8796,11841
9439,8602,18041
4672,8181,12853
1044,3085,4129
5511,7388,12899
8775,6371,15146
8948,7223,16171
5323,7626,12949
9814,9049,18863
8091,9676,17767
9216,2225,11441
2248,9970,12218
6026,3842,9868
6698,2582,9280
5848,4138,9986
5755,2517,8272
5642,6196,11838
4768,7198,11966
9072,6558,15630
2343,6490,8833
6335,1048,7383
6916,3510,10426
7225,4660,11885
2746,9687,12433
9170,1633,10803
7980,3720,11700
1175,9830,11005
9152,4357,13509
5392,6379,11771
6970,9666,16636
2958,7679,10637
8348,6884,15232
9540,9828,19368
4614,4820,9434
5322,6467,11789
6502,7379,13881
2204,7449,9653
9539,2203,11742
7558,1982,9540
9923,7528,17451
7655,6599,14254
6690,6905,13595
7331,9644,16975
5073,3894,8967
3234,8631,11865
6859,9355,16214
2447,1101,3548
8434,8320,16754
1535,8500,10035
2700,8039,10739
8114,8469,16583
7492,5344,12836
2971,1712,4683
4655,7241,11896
7472,8760,16232
4648,6124,10772
9650,3843,13493
8973,1592,10565
1497,3134,4631
3449,6412,9861
8448,5292,13740
1026,3253,4279
4642,4655,9297
2086,9022,11108
3015,6067,9082
8123,8084,16207
4463,5341,9804
7421,5467,12888
3896,4128,8024
5255,7880,13135
2334,9709,12043
8078,2288,10366
9937,6647,16584
6928,5802,12730
1697,1474,3171
8696,7532,16228
9702,9729,19431
3944,6632,10576
6384,2366,8750
2061,3307,5368
1307,1303,2610
7486,6566,14052
6157,4891,11048
6724,7280,14004
6350,5133,11483
1104,9446,10550
8571,7601,16172
7671,9782,17453
9716,9561,19277
3963,9855,13818
1689,7743,9432
3588,2535,6123
3028,2856,5884
4186,3769,7955
7085,7486,14571
8241,3987,12228
9135,7090,16225
1780,5405,7185
3153,9747,12900
4296,4313,8609
5492,7296,12788
3583,4043,7626
8569,6979,15548
2169,4262,6431
8036,7726,15762
5022,9392,14414
2890,9203,12093
6171,7664,13835
8307,7243,15550
4556,8304,12860
5966,1365,7331
9051,1656,10707
9352,9366,18718
4470,5060,9530
6599,1544,8143
7426,2761,10187
1956,9643,11599
9176,8791,17967
9273,2236,11509
5911,7277,13188
1446,3165,4611
2619,2793,5412
7005,1645,8650
1378,3655,5033
8109,4584,12693
2140,4735,6875
1661,6436,8097
9203,6209,15412
1387,4023,5410
5735,9291,15026
7471,3771,11242
5169,8263,13432
7235,5019,12254
5270,6856,12126
1034,8618,9652
4380,6476,10856
8543,4176,12719
9367,3153,12520
5687,2586,8273
9056,6422,15478
4658,1952,6610
7270,6365,13635
3871,3978,7849
3970,5908,9878
2959,6182,9141
1805,4100,5905
2575,9791,12366
3615,9803,13418
6626,9752,16378
1626,7884,9510
3811,2610,6421
9866,1048,10914
2386,2902,5288
5722,5372,11094
4842,8069,12911
5311,9421,14732
8806,7466,16272
8997,7368,16365
2685,9139,11824
6133,9824,15957
3422,3750,7172
9524,7309,16833
9698,5212,14910
1942,9827,11769
2462,8471,10933
2991,6390,9381
1112,8183,9295
3263,9618,12881
6254,3811,10065
1833,8227,10060
9421,5254,14675
3518,4667,8185
2041,6112,8153
1707,8458,10165
2383,2302,4685
8118,9868,17986
3564,2260,5824
4203,1357,5560
6404,6412,12816
4234,9083,13317
1418,8906,10324
6587,4955,11542
2593,5602,8195
1244,5572,6816
1614,1249,2863
7620,6869,14489
6971,1510,8481
6968,5869,12837
8505,8647,17152
1073,3878,4951
6141,3126,9267
3204,7470,10674
4679,9089,13768
1984,2298,4282
8548,8187,16735
4955,6713,11668
4687,4045,8732
7716,3085,10801
7533,3727,11260
1376,7992,9368
6700,5690,12390
3794,2065,5859
4682,8637,13319
2051,9820,11871
9080,3373,12453
7762,9058,16820
7468,4974,12442
7659,8828,16487
5841,2951,8792
4921,4424,9345
7725,2171,9896
4769,4631,9400
3310,3343,6653
4386,4067,8453
3339,1683,5022
2054,8211,10265
3602,5014,8616
8301,1348,9649
2022,9641,11663
1503,9277,10780
1522,3508,5030
9821,1017,10838
8423,2268,10691
2176,2632,4808
4613,1114,5727
9944,7590,17534
3400,7768,11168
3588,1321,4909
8626,1833,10459
9403,1158,10561
3619,2347,5966
4164,7813,11977
1910,8166,10076
3451,1403,4854
2690,4485,7175
5288,9116,14404
1522,5445,6967
7459,8086,15545
2944,4571,7515
2560,5747,8307
8154,1592,9746
6327,1755,8082
1496,3421,4917
2598,5127,7725
8016,6551,14567
4590,1461,6051
5966,9559,15525
1165,2728,3893
8696,5697,14393
3173,1037,4210
5443,8486,13929
3021,7880,10901
9925,5521,15446
9839,4302,14141
9511,5607,15118
7368,6873,14241
8498,8172,16670
6635,4847,11482
1764,7306,9070
1652,8044,9696
4964,5611,10575
6759,9378,16137
1145,6101,7246
5247,5188,10435
3696,9240,12936
4329,4481,8810
9966,5641,15607
6559,2260,8819
1649,4048,5697
3023,5270,8293
6333,3074,9407
7037,3312,10349
4474,4260,8734
5838,6618,12456
2350,7048,9398
8931,9141,18072
8323,6777,15100
2854,3266,6120
1560,8546,10106
5987,8207,14194
7486,3383,10869
7147,8664,15811
2683,2009,4692
3272,3612,6884
8424,8226,16650
7063,5341,12404
2542,2237,4779
6709,3263,9972
1282,8998,10280
8740,4286,13026
9363,2882,12245
7187,3275,10462
7874,8502,16376
9792,4790,14582
3023,1466,4489
4950,4889,9839
3592,7632,11224
7358,2547,9905
8169,5749,13918
5436,1703,7139
7550,9497,17047
8636,2581,11217
4957,5590,10547
4332,2685,7017
8531,7911,16442
6731,1895,8626
9032,3346,12378
4531,2861,7392
5852,1030,6882
1242,7918,9160
6511,6508,13019
5668,7087,12755
8015,8636,16651
7662,5003,12665
1598,3195,4793
1069,9139,10208
4659,6634,11293
3281,7822,11103
4682,3683,8365
5562,5652,11214
5931,5713,11644
6413,6600,13013
5103,3075,8178
1782,4806,6588
2057,3054,5111
3109,8283,11392
2320,8849,11169
5417,4699,10116
1732,7562,9294
4549,7163,11712
7555,6378,13933
9796,2722,12518
3812,8537,12349
3278,3350,6628
4623,7530,12153
1714,1924,3638
4162,5153,9315
5529,3569,9098
3815,7972,11787
5578,5462,11040
1888,6948,8836
4478,4589,9067
2723,2258,4981
8026,9602,17628
3230,8454,11684
3060,4898,7958
3613,8015,11628
7698,2802,10500
1677,9087,10764
5713,8730,14443
4004,9986,13990
1728,5734,7462
1190,5994,7184
4866,7039,11905
7445,9829,17274
5045,7315,12360
6624,5158,11782
5111,7834,12945
4951,6220,11171
5058,4247,9305
2216,7092,9308
8980,6586,15566
8076,8940,17016
3222,8979,12201
2514,9608,12122
3883,4826,8709
5339,1674,7013
7289,1102,8391
4993,4708,9701
2495,4392,6887
8537,3785,12322
6819,4659,11478
5880,6588,12468
5802,5891,11693
4525,4517,9042
5777,5189,10966
7933,7137,15070
7254,2913,10167
8335,2150,10485
5137,5136,10273
8729,2510,11239
4915,7325,12240
4252,9935,14187
4938,3511,8449
2073,3192,5265
9207,8383,17590
6171,9298,15469
5314,7480,12794
3857,5349,9206
2428,7723,10151
7779,8856,16635
8300,7645,15945
8670,3921,12591
9166,8244,17410
1878,9502,11380
2321,5375,7696
9886,6005,15891
9462,6636,16098
6220,4027,10247
4124,2753,6877
9186,6099,15285
5335,4285,9620
9552,9925,19477
1851,1859,3710
2350,5918,8268
6730,1326,8056
3120,1993,5113
6375,2766,9141
2964,7601,10565
3781,8019,11800
3905,9290,13195
1243,5037,6280
8938,6494,15432
3709,8701,12410
8795,8088,16883
2047,5378,7425
7544,7711,15255
8221,9613,17834
7992,9062,17054
4801,6362,11163
6473,5570,12043
3452,3083,6535
6163,5833,11996
7801,4340,12141
4844,1639,6483
9096,9151,18247
9377,6400,15777
2318,9719,12037
4259,4483,8742
4019,5779,9798
9766,2324,12090
5404,6937,12341
2434,9729,12163
8554,5953,14507
9384,9666,19050
5269,8378,13647
3437,5552,8989
2354,4400,6754
8196,4754,12950
7265,1158,8423
7741,2837,10578
5611,2025,7636
8812,8246,17058
1658,1677,3335
5046,4821,9867
3375,1275,4650
7859,2588,10447
5581,1245,6826
7670,9192,16862
3184,4251,7435
6863,4051,10914
4771,9889,14660
3419,8396,11815
3628,8309,11937
1685,3756,5441
6023,5835,11858
2972,1710,4682
9516,6085,15601
6646,5893,12539
3594,2092,5686
3955,9403,13358
5143,9770,14913
8644,3997,12641
6208,3979,10187
4605,1421,6026
1610,9637,11247
1130,3647,4777
7673,4729,12402
5431,2024,7455
8039,1537,9576
5591,4083,9674
1507,4924,6431
9872,3612,13484
5876,9951,15827
5223,4147,9370
3193,9082,12275
3546,6061,9607
5655,2222,7877
8750,6019,14769
4574,6723,11297
7546,4023,11569
4280,1540,5820
1510,7162,8672
7702,1344,9046
6179,9083,15262
7372,3480,10852
9590,6819,16409
7742,7900,15642
6638,6900,13538
6523,4849,11372
2777,9571,12348
4763,4058,8821
3465,5451,8916
1015,5410,6425
3580,6135,9715
8948,3592,12540
5789,9260,15049
9602,8232,17834
9093,1918,11011
5835,4343,10178
3486,7873,11359
1272,5554,6826
1819,6292,8111
3615,7069,10684
6640,4984,11624
5890,8701,14591
6191,3981,10172
4039,5935,9974
1602,8459,10061
8419,9447,17866
8692,3487,12179
2358,1689,4047
9499,7131,16630
4166,9600,13766
1825,2191,4016
6647,7785,14432
7813,6641,14454
1533,7510,9043
2207,9608,11815
2237,5943,8180
5765,5836,11601
1459,9841,11300
1119,5768,6887
6980,9509,16489
7481,7298,14779
4226,9585,13811
3552,6378,9930
4228,1076,5304
4410,1408,5818
5092,3267,8359
9935,5528,15463
6574,6773,13347
4834,4997,9831
8307,6617,14924
3701,4712,8413
4907,9946,14853
1675,5927,7602
6349,7168,13517
4475,7816,12291
1541,1164,2705
8092,1984,10076
3661,5468,9129
1617,9260,10877
6639,5196,11835
1000,9377,10377
5438,5808,11246
4079,7719,11798
9327,7018,16345
1382,1927,3309
6059,1560,7619
2189,1897,4086
3368,5953,9321
8898,5380,14278
3398,7226,10624
6743,3588,10331
7356,4685,12041
5309,5399,10708
4226,2403,6629
9391,3285,12676
9862,2728,12590
2249,1878,4127
3523,1497,5020
8702,8578,17280
5879,1538,7417
2466,8714,11180
2733,1490,4223
2709,7711,10420
2918,9166,12084
7025,7099,14124
1197,2713,3910
5783,9102,14885
4844,1595,6439
9330,2014,11344
1241,3363,4604
1732,1134,2866
4761,3626,8387
8179,2510,10689
3796,7907,11703
5512,5302,10814
2643,5406,8049
4364,7768,12132
4411,1082,5493
6696,3440,10136
6760,2782,9542
9796,7426,17222
8906,9922,18828
2360,3078,5438
1977,8793,10770
2637,4300,6937
5004,1582,6586
9651,9327,18978
9475,3398,12873
5112,2238,7350
4466,6518,10984
6363,4166,10529
1779,3134,4913
3236,2639,5875
9611,4689,14300
5955,9398,15353
8372,4390,12762
8250,8249,16499
4796,3534,8330
3180,5306,8486
5227,2446,7673
1951,5021,6972
6485,2717,9202
5242,4805,10047
6913,8475,15388
5810,2596,8406
7594,4216,11810
6755,7283,14038
2337,3974,6311
5473,9552,15025
7826,6667,14493
9764,9013,18777
4044,6018,10062
3233,6637,9870
8467,4246,12713
5041,2889,7930
8676,3655,12331
4718,6535,11253
3129,2630,5759
6060,1991,8051
5590,7866,13456
9894,5921,15815
9021,3481,12502
9754,7281,17035
9558,7249,16807
1793,5731,7524
1986,4595,6581
1854,2569,4423
3256,5103,8359
5176,8961,14137
6254,9429,15683
8906,7001,15907
2732,1814,4546
8035,2186,10221
8581,3225,11806
7423,9989,17412
6173,9735,15908
6882,1519,8401
6041,2454,8495
7870,8213,16083
8759,4406,13165
1946,5030,6976
9327,1792,11119
2136,1554,3690
8037,4403,12440
3254,2366,5620
1948,9295,11243
8809,8207,17016
8419,5026,13445
6956,8369,15325
8322,3614,11936
4271,8384,12655
6678,1881,8559
4188,4334,8522
3198,9403,12601
1754,6217,7971
9892,1370,11262
2732,6259,8991
1801,7399,9200
5771,8007,13778
1415,4337,5752
6258,9027,15285
6057,7967,14024
2620,6982,9602
8993,3792,12785
9764,8386,18150
5893,6096,11989
5856,4655,10511
9484,5293,14777
1079,5308,6387
2862,1618,4480
1959,4735,6694
9114,3168,12282
4245,8235,12480
2161,3040,5201
9160,6649,15809
8318,8483,16801
5132,1844,6976
6777,2643,9420
2263,3934,6197
7139,8174,15313
1215,5776,6991
3340,8706,12046
3090,2116,5206
8750,6334,15084
3161,4256,7417
4176,7380,11556
4345,7996,12341
3933,8741,12674
6655,3448,10103
1827,6896,8723
2203,7619,9822
7798,1844,9642
3971,2268,6239
5744,8735,14479
4530,6085,10615
9995,9319,19314
3264,1019,4283
2781,7857,10638
5834,8296,14130
9748,3244,12992
3983,3725,7708
5599,6366,11965
5887,1196,7083
6226,3828,10054
4988,6732,11720
6279,3469,9748
2630,4278,6908
3038,6432,9470
6021,5330,11351
7470,8077,15547
5761,6219,11980
8001,2387,10388
1641,6612,8253
8210,1574,9784
8796,9591,18387
5690,2456,8146
2595,9308,11903
8986,9574,18560
3129,1831,4960
5968,4481,10449
3117,5482,8599
3006,9488,12494
7760,9910,17670
6694,7062,13756
4079,6278,10357
1010,5880,6890
1410,1598,3008
1823,8876,10699
6217,8086,14303
1312,7671,8983
7700,3492,11192
1230,4740,5970
1043,8532,9575
9092,8278,17370
4457,6384,10841
6615,6506,13121
3995,4638,8633
8517,4284,12801
9362,5341,14703
1616,1239,2855
7052,7454,14506
5887,2904,8791
7165,1812,8977
5999,8642,14641
2730,4424,7154
7062,3207,10269
4368,6471,10839
3227,8639,11866
5380,2820,8200
9840,1188,11028
6221,9670,15891
7746,5612,13358
2888,2550,5438
8059,6233,14292
6635,1033,7668
9487,2429,11916
6246,2987,9233
7271,3882,11153
2547,1462,4009
7707,6305,14012
1513,6174,7687
4566,4803,9369
4938,2471,7409
9003,1337,10340
8051,8444,16495
4412,3392,7804
1976,5978,7954
5068,1871,6939
4409,3589,7998
2549,5461,8010
3621,3529,7150
8162,9351,17513
7399,3581,10980
7565,8105,15670
7956,3934,11890
3311,3795,7106
5328,7823,13151
5328,4588,9916
4116,5653,9769
4747,7824,12571
2459,5430,7889
3451,8331,11782
5090,9963,15053
6041,2111,8152
4585,8601,13186
3373,7842,11215
9533,6098,15631
5723,3818,9541
3925,1709,5634
7992,1738,9730
5590,7087,12677
4718,9201,13919
6081,3578,9659
2558,5000,7558
5545,6339,11884
3716,5302,9018
2809,6830,9639
2997,3931,6928
3130,5412,8542
7513,3796,11309
8748,7323,16071
7745,6202,13947
2555,9181,11736
5443,9522,14965
5705,5839,11544
4958,5664,10622
1746,3184,4930
8946,6321,15267
8148,3024,11172
7173,3711,10884
8018,8197,16215
2702,6529,9231
8216,8655,16871
6417,7324,13741
4873,9313,14186
1265,9219,10484
6378,3124,9502
1431,5974,7405
4777,8037,12814
2085,7195,9280
7259,3485,10744
9292,6398,15690
6078,8202,14280
4048,7502,11550
1799,4822,6621
6611,7009,13620
6263,9626,15889
6570,5640,12210
6333,9839,16172
3295,2431,5726
6172,3361,9533
8541,1723,10264
2547,9275,11822
2365,9741,12106
4853,5682,10535
6960,9343,16303
8689,6157,14846
4498,3985,8483
2567,9403,11970
7669,5191,12860
8156,9713,17869
7517,6135,13652
7751,9209,16960
8174,2719,10893
9061,5014,14075
1878,9785,11663
7272,2609,9881
7714,6109,13823
3448,3136,6584
7966,3053,11019
8763,1083,9846
3668,6231,9899
9890,2820,12710
5414,8249,13663
7572,8627,16199
3894,4417,8311
1248,8810,10058
2890,8880,11770
3115,7581,10696
4063,6651,10714
2806,8300,11106
9487,3694,13181
6493,9223,15716
5650,9126,14776
1792,5191,6983
2089,9421,11510
3780,5497,9277
1789,5194,6983
5457,7671,13128
5635,6961,12596
7738,6155,13893
1313,7633,8946
1232,6735,7967
8849,3711,12560
8940,4344,13284
3122,4779,7901
6654,2172,8826
8317,8744,17061
1159,8963,10122
3129,4078,7207
3229,3917,7146
4013,7326,11339
2579,2960,5539
8902,7657,16559
4844,5697,10541
3390,2419,5809
4917,5942,10859
9354,9307,18661
8570,6198,14768
7002,6142,13144
4852,1542,6394
9605,9873,19478
9833,4978,14811
2432,9860,12292
8805,1968,10773
6800,8845,15645
6591,6383,12974
8470,5819,14289
8632,4235,12867
6255,1251,7506
5300,8409,13709
4998,9982,14980
6180,6421,12601
2495,8978,11473
9141,6378,15519
3577,6306,9883
9133,2235,11368
2058,4659,6717
6368,1056,7424
8472,3569,12041
5080,7377,12457
2948,1222,4170
6217,3536,9753
3525,2357,5882
5887,8722,14609
6982,5477,12459
2371,4224,6595
2874,4361,7235
7104,2142,9246
5309,9756,15065
7898,2588,10486
5998,5342,11340
4362,2636,6998
7227,2244,9471
7914,6306,14220
5514,9450,14964
3358,6615,9973
2268,3376,5644
9387,4096,13483
4635,1561,6196
9231,8739,17970
7871,3504,11375
8021,6971,14992
8876,9979,18855
5097,7822,12919
6878,5509,12387
7186,4560,11746
6679,3685,10364
7612,5821,13433
8807,2412,11219
